ProductBrand,ProductName,ProductTHCUnit,ProductTHCAmount,ProductCBDUnit,ProductCBDAmount,DispensaryName,Delivery,ProductType,ProductTypeSub,Quantity1,Price1,QuantityAvailable
Verdant Leaf,Verdant Leaf | Animal Cks | Live Rosin | 0.5g,PERCENTAGE,67.77,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,25,5
Verdant Leaf,Verdant Leaf | Animal Cookies | Rosin Cartridge | 0.5g,PERCENTAGE,67.77,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,25,8
Verdant Leaf,Verdant Leaf | GMO | Live Rosin | 0.5g,PERCENTAGE,66.81,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,25,8
Verdant Leaf,Verdant Leaf | GMO | Rosin Cartridge | 0.5g,PERCENTAGE,66.81,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,25,9
Verdant Leaf,Verdant Leaf | Lemon Meringue | Rosin Cartridge | 0.5g,PERCENTAGE,70.6,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,25,4
Verdant Leaf,Verdant Leaf | Sour Punch | Live Rosin | 0.5g,PERCENTAGE,70.43,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,25,8
Happy Cabbage Farms,Melon Granita Live Rosin Cartridge | 0.5g,PERCENTAGE,75.7,PERCENTAGE,0,VIBE - Amberlight,0,Vaporizers,cartridges,.5g,31.67,6
Happy Cabbage Farms,Wilson! Zero Flash Cured Rosin Cartridge | 0.5g,PERCENTAGE,73.8,PERCENTAGE,0.21,VIBE - Amberlight,0,Vaporizers,cartridges,.5g,31.67,6
Highland Provisions,Sour Garlic Cookies Rosin Cartridge | 0.5g,PERCENTAGE,0,PERCENTAGE,0,TJs on Powell,0,Vaporizers,cartridges,.5g,36.67,10
Decibel,Decibel Cart | Banana Punch Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,37.5,1
Decibel,Decibel Cart | Bonkers Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,37.5,13
Decibel,Decibel Cart | Cherry Wonka Bars Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,37.5,19
Decibel,Decibel Cart | GMO Live Rosin,N/A,0,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,37.5,1
Willamette Valley Alchemy,WVA Cart | Papaya Cake Liquid Live Rosin,PERCENTAGE,75.01,PERCENTAGE,0.21,TJs on Powell,0,Vaporizers,cartridges,.5g,37.5,2
Willamette Valley Alchemy,WVA Cart | Scoops Liquid Live Rosin,PERCENTAGE,71.83,PERCENTAGE,0.13,TJs on Powell,0,Vaporizers,cartridges,.5g,37.5,1
Happy Cabbage Farms,Garlic Jungle Cake Flash Cured Rosin Cartridge | 0.5g,PERCENTAGE,79.7,PERCENTAGE,0,TJs on Powell,0,Vaporizers,cartridges,.5g,39.17,5
Happy Cabbage Farms,Happy Cabbage Cart | Bananacot Rosin,PERCENTAGE,76.9,N/A,0,TJs on Powell,0,Vaporizers,cartridges,.5g,39.17,1
Highland,Highland Provisions - Member OG - Hash Rosin Cart,N/A,0,N/A,0,SWED CO,0,Vaporizers,cartridges,.5g,42.5,4
Highland,Highland Provisions - Paradise Circus - Hash Rosin Cart,N/A,0,N/A,0,SWED CO,0,Vaporizers,cartridges,.5g,42.5,5
Highland,Highland Provisions - Wilson! Zero - Live Rosin Cart,N/A,0,N/A,0,SWED CO,0,Vaporizers,cartridges,.5g,42.5,1
Happy Cabbage Farms,Happy Cabbage | Banana Bliss | Rosin | 0.5g,PERCENTAGE,82.1,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,43.33,5
Happy Cabbage Farms,Happy Cabbage | Citrus Funk | Rosin | 0.5g,PERCENTAGE,75.6,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,43.33,6
Happy Cabbage Farms,Happy Cabbage | Melon Granita | Rosin | 0.5g,PERCENTAGE,75.7,PERCENTAGE,0.01,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,43.33,2
Happy Cabbage Farms,Happy Cabbage | Strawberry Banana | Rosin | 0.5g,PERCENTAGE,81.6,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,43.33,6
Happy Cabbage Farms,Happy Cabbage | Wedding Cake Gelato | Rosin | 0.5g,PERCENTAGE,74.3,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,43.33,1
Happy Cabbage Farms,Happy Cabbage | Wedding Cake Gelato | Rosin | 0.5g,PERCENTAGE,74.3,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,43.33,4
Happy Cabbage Farms,Happy Cabbage | Wedding Cake Gelato | Rosin | 0.5g,PERCENTAGE,74.3,PERCENTAGE,0,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,43.33,5
Happy Cabbage Farms,Lemon Royale Rosin Cartridge | 0.5g,PERCENTAGE,69.18,PERCENTAGE,0.18,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,43.33,1
Highland Provisions,Highland Provisions | Sour Garlic Cookies | Live Rosin | 0.5g,PERCENTAGE,71.38,PERCENTAGE,-5,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,43.33,3
Highland Provisions,Highland Provisions | Star Pebbles | Live Rosin | 0.5g,PERCENTAGE,69.96,PERCENTAGE,1,Oregons Finest (Pearl Dispensary),0,Vaporizers,cartridges,.5g,43.33,3
Highland Provisions,Highland Provisions | Triple Stuffed | Live Rosin | 0.5g,PERCENTAGE,73.7,PERCENTAGE,0,Oregons Finest (Convention Center),1,Vaporizers,cartridges,.5g,43.33,2
Happy Cabbage Farms,Happy Cabbage | Electric Lotus Rosin Cartridge | 0.5g,PERCENTAGE,78,PERCENTAGE,0,MindRite,0,Vaporizers,cartridges,.5g,44,1
Happy Cabbage Farms,Happy Cabbage | Melon Granita Live Rosin Cartridge | 0.5g,PERCENTAGE,75.7,PERCENTAGE,0,MindRite,0,Vaporizers,cartridges,.5g,44,4
Happy Cabbage Farms,Happy Cabbage - Hash Rosin Cartridge - Alien Rock Candy,PERCENTAGE,82,PERCENTAGE,0,Urban Farmacy,1,Vaporizers,cartridges,.5g,44.17,2
Happy Cabbage Farms,Happy Cabbage - Hash Rosin Cartridge - Don Mega,PERCENTAGE,76.2,PERCENTAGE,0,Urban Farmacy,1,Vaporizers,cartridges,.5g,44.17,2
Happy Cabbage Farms,Happy Cabbage - Hash Rosin Cartridge - MAC Mints,PERCENTAGE,78.1,PERCENTAGE,0.01,Urban Farmacy,1,Vaporizers,cartridges,.5g,44.17,2
Happy Cabbage Farms,Wilson! Zero Live Rosin Cartridge | 0.5g,PERCENTAGE,0,PERCENTAGE,0,SWED CO,0,Vaporizers,cartridges,.5g,44.17,3
Happy Cabbage Farms,.5g | Happy Cabagge | Lemon Royale (Rosin),PERCENTAGE,73.1,PERCENTAGE,0.02,Attis Trading Co (Barbur),0,Vaporizers,cartridges,.5g,45,1
Happy Cabbage Farms,Guava Hash Rosin Cartridge | 0.5g,PERCENTAGE,76.8,PERCENTAGE,0.24,Top Hat Express,1,Vaporizers,cartridges,.5g,45,4
Happy Cabbage Farms,HCF I Apple Fritter HashRosin .5g cart,N/A,0,N/A,0,Top Hat Express,1,Vaporizers,cartridges,1g,45,1
Happy Cabbage Farms,HCF I Bermuda HashRosin .5g cart,PERCENTAGE,81.6,N/A,0,Top Hat Express,1,Vaporizers,cartridges,.5g,45,4
Happy Cabbage Farms,HCF I Chem Cookies HashRosin .5g cart,PERCENTAGE,77,N/A,0,Top Hat Express,1,Vaporizers,cartridges,.5g,45,4
Happy Cabbage Farms,HCF I Citrus Funk HashRosin .5g cart,N/A,0,N/A,0,Top Hat Express,1,Vaporizers,cartridges,.5g,45,2
Happy Cabbage Farms,HCF I Gelato X Dosi HashRosin .5g cart,PERCENTAGE,72.3,N/A,0,Top Hat Express,1,Vaporizers,cartridges,.5g,45,3
Happy Cabbage Farms,HCF I Ice Cream Cake + Ice Cream Zunday HashRosin .5g cart,PERCENTAGE,64.3,N/A,0,Top Hat Express,1,Vaporizers,cartridges,.5g,45,4
Happy Cabbage Farms,HCF I Zkittles HashRosin .5g cart,N/A,0,N/A,0,Top Hat Express,1,Vaporizers,cartridges,1g,45,3
Happy Cabbage Farms,Strawberry Shortcake Live Rosin Cartridge | 0.5g,PERCENTAGE,83.2,PERCENTAGE,2.95,Top Hat Express,1,Vaporizers,cartridges,.5g,45,2
Highland Provisions,NL2/NL5 X Legend OG - Cart Rosin Indica .5g,PERCENTAGE,79.32,PERCENTAGE,0.16,Nectar - Beaverton Hillsdale,0,Vaporizers,cartridges,.5g,45,1
Highland Provisions,Paradise Circus Cured Rosin Cartridge | 0.5g,PERCENTAGE,0,PERCENTAGE,0,Nectar - Beaverton Hillsdale,0,Vaporizers,cartridges,.5g,45,4
Highland Provisions,Pre 98 Bubba Kush Cured Rosin Cartridge | 0.5g,PERCENTAGE,72.78,PERCENTAGE,0,Nectar - Beaverton Hillsdale,0,Vaporizers,cartridges,.5g,45,3
Verdant Leaf,Holy Grail Kush - Cart Rosin Indica .5g,PERCENTAGE,70.8,PERCENTAGE,0,Nectar - Beaverton Hillsdale,0,Vaporizers,cartridges,.5g,45,3
Verdant Leaf,Koko Puffs- Cart Rosin Indica .5g,PERCENTAGE,64.8,PERCENTAGE,0.8,Nectar - Beaverton Hillsdale,0,Vaporizers,cartridges,.5g,45,8
Willamette Valley Alchemy,Willamette Valley Alchemy | Papaya Cake 0.5g Live Rosin Cart,PERCENTAGE,75.01,PERCENTAGE,0.21,Bridge City Collective - SE Portland,0,Vaporizers,cartridges,.5g,45,10
Willamette Valley Alchemy,Willamette Valley Alchemy | Scoops 0.5g Live Rosin Cart,PERCENTAGE,71.83,PERCENTAGE,0.13,Bridge City Collective - SE Portland,0,Vaporizers,cartridges,.5g,45,9
Happy Cabbage Farms,Blackberry Octane Flash Cured Rosin Cartridge | 0.5g,PERCENTAGE,76.7,PERCENTAGE,0,Deanz Greenz (Sandy),0,Vaporizers,cartridges,.5g,48,7
Happy Cabbage Farms,[$48] Happy Cabbage- Strawberry Banana Hash Rosin Cart,PERCENTAGE,427,PERCENTAGE,2.34,Deanz Greenz (Foster),0,Vaporizers,cartridges,.5g,48,8
Happy Cabbage Farms,[$48] Happy Cabbage- Wedding Cake Gelato Rosin Cartridge,PERCENTAGE,72.3,PERCENTAGE,0.33,Deanz Greenz (Foster),0,Vaporizers,cartridges,.5g,48,6
Decibel,Decibel - Banana Punch - Rosin Cart,N/A,0,N/A,0,SWED CO,0,Vaporizers,cartridges,.5g,50,5
Decibel,Decibel - GMO - Live Rosin Cart,N/A,0,N/A,0,SWED CO,0,Vaporizers,cartridges,.5g,50,13
Willamette Valley Alchemy,[$50] WVA - Scoops - Liquid Live Rosin Cartridge,PERCENTAGE,71.83,PERCENTAGE,0.13,Deanz Greenz (Sandy),0,Vaporizers,cartridges,.5g,50,8
Willamette Valley Alchemy,[$50] WVA- Papaya Cake Liquid Live Rosin,PERCENTAGE,75.01,PERCENTAGE,0.21,Deanz Greenz (Foster),0,Vaporizers,cartridges,.5g,50,7
Willamette Valley Alchemy,[$50] WVA- Scoops Liquid Live Rosin,PERCENTAGE,71.83,PERCENTAGE,0.13,Deanz Greenz (Foster),0,Vaporizers,cartridges,.5g,50,8
Willamette Vallley Alchemy,[$50] WVA - Papaya Cake - Liquid Live Rosin Cartridge,PERCENTAGE,75.01,PERCENTAGE,0.21,Deanz Greenz (Sandy),0,Vaporizers,cartridges,.5g,50,3
Happy Cabbage Farms,Happy Cabbage | Apple Fritter Hash Rosin Cartridge | 1/2g,PERCENTAGE,80.7,N/A,0,Diem Delivery,1,Vaporizers,cartridges,.5g,52,12
Happy Cabbage Farms,Happy Cabbage | Electric Lotus Hash Rosin Cartridge | 1/2g,PERCENTAGE,78,N/A,0,Diem Delivery,1,Vaporizers,cartridges,.5g,52,11
Happy Cabbage Farms,Happy Cabbage | Wilson Zero Rosin Cartridge | 1/2g,PERCENTAGE,78.5,N/A,0,Diem Delivery,1,Vaporizers,cartridges,.5g,52,5
Happy Cabbage Farms,Happy Cabbage | Zkittlez Hash Rosin Cartridge | 1/2g,PERCENTAGE,72.9,N/A,0,Diem Delivery,1,Vaporizers,cartridges,.5g,52,4
Happy Cabbage Farms,Banana Candy Cakes Rosin Cartridge | 0.5g,PERCENTAGE,77.1,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,4
Happy Cabbage Farms,Bermuda Rosin Cartridge | 0.5g,PERCENTAGE,81.6,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,4
Happy Cabbage Farms,Blackberry Octane Rosin Cartridge | 0.5g,PERCENTAGE,76.7,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,5
Happy Cabbage Farms,Guava Hash Rosin Cartridge | 0.5g,PERCENTAGE,76.8,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,2
Happy Cabbage Farms,Happy Cabbage Farms Guava Hash Rosin Cartridge,PERCENTAGE,76.8,PERCENTAGE,0,Farma,1,Vaporizers,cartridges,.5g,0.0,2
Happy Cabbage Farms,Happy Cabbage Farms Melon Granita Hash Rosin Cartridge,N/A,0,N/A,0,Electric Lettuce - Weilder,0,Vaporizers,cartridges,.5g,0.0,1
Happy Cabbage Farms,Happy Cabbage Farms Melon Granita Hash Rosin Cartridge,PERCENTAGE,75.7,N/A,0,Electric Lettuce - Foster - Powell,0,Vaporizers,cartridges,.5g,0.0,5
Happy Cabbage Farms,Happy Cabbage Farms Melon Granita Hash Rosin Cartridge,PERCENTAGE,75.7,PERCENTAGE,0.05,Farma,1,Vaporizers,cartridges,.5g,0.0,13
Happy Cabbage Farms,Happy Cabbage Farms | Melon Granita Hash Rosin Cartridge | 0.5g,PERCENTAGE,75.7,PERCENTAGE,0.01,Electric Lettuce - Old Town,0,Vaporizers,cartridges,.5g,0.0,4
Happy Cabbage Farms,Laser Sword Live Rosin Cartridge | 0.5g,PERCENTAGE,81.1,PERCENTAGE,0,Electric Lettuce - Old Town,0,Vaporizers,cartridges,.5g,0.0,3
Happy Cabbage Farms,Laser Sword Rosin Cartridge | 0.5g,PERCENTAGE,81.1,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,3
Happy Cabbage Farms,Wedding Cake Gelato Rosin Cartridge | 0.5g,PERCENTAGE,74.3,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,4
Happy Cabbage Farms,Wilson! Zero Rosin Cartridge | 0.5g,PERCENTAGE,73.8,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,5
Happy Cabbage Farms,Zkittlez Flash Cured Rosin Cartridge | 0.5g,PERCENTAGE,72.9,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Vaporizers,cartridges,.5g,0.0,1
Highland Provisions,Chem Z Live Rosin Cartridge | 0.5g,PERCENTAGE,72.24,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,3
Highland Provisions,Highland Provisions Triple Stuffed Live Rosin Cartridge,PERCENTAGE,73.7,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Vaporizers,cartridges,1g,0.0,1
Highland Provisions,Highland Provisions | Chem Z Live Rosin Cartridge | 0.5g,PERCENTAGE,72.23,PERCENTAGE,0,Electric Lettuce - Old Town,0,Vaporizers,cartridges,.5g,0.0,4
Highland Provisions,Highland Provisions | Triple Stuffed Live Rosin Cartridge | 0.5g,PERCENTAGE,71.92,PERCENTAGE,0,Electric Lettuce - Old Town,0,Vaporizers,cartridges,1g,0.0,3
Highland Provisions,Paradise Circus Live Rosin Cartridge | 0.5g,PERCENTAGE,71.8,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,5
Highland Provisions,Triple Stuffed Live Rosin Cartridge | 0.5g,PERCENTAGE,71.92,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,0.0,5
Happy Cabbage Farms,Bermuda Rosin Cartridge | 0.5g,PERCENTAGE,81.6,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,36.0,4
Happy Cabbage Farms,Melon Granita Rosin Cartridge | 0.5g,PERCENTAGE,67.1,PERCENTAGE,3.9,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,36.0,1
Happy Cabbage Farms,Wilson! Zero Rosin Cartridge | 0.5g,PERCENTAGE,73.8,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,36.0,5
Highland Provisions,Chem Z Live Rosin Cartridge | 0.5g,PERCENTAGE,72.24,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,37.8,3
Highland Provisions,Highland Provisions Triple Stuffed Live Rosin Cartridge,PERCENTAGE,73.7,PERCENTAGE,0,Electric Lettuce - Foster - Powell,0,Vaporizers,cartridges,1g,37.8,1
Highland Provisions,Highland Provisions | Chem Z Live Rosin Cartridge | 0.5g,PERCENTAGE,72.23,PERCENTAGE,0,Electric Lettuce - Old Town,0,Vaporizers,cartridges,.5g,37.8,4
Highland Provisions,Highland Provisions | Triple Stuffed Live Rosin Cartridge | 0.5g,PERCENTAGE,71.92,PERCENTAGE,0,Electric Lettuce - Old Town,0,Vaporizers,cartridges,1g,37.8,3
Highland Provisions,Paradise Circus Live Rosin Cartridge | 0.5g,PERCENTAGE,71.8,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,37.8,5
Highland Provisions,Triple Stuffed Live Rosin Cartridge | 0.5g,PERCENTAGE,71.92,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,37.8,5
Happy Cabbage Farms,Blackberry Octane Flash Cured Rosin Cartridge | 0.5g,PERCENTAGE,76.7,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,5
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Cartridge | Bananacot,PERCENTAGE,76.9,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,1
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Cartridge | Citrus Funk,PERCENTAGE,79.2,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,1
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Cartridge | I.C. Cake + I.C. Zunday,PERCENTAGE,64.3,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,9
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Cartridge | Ice Cream Cake,PERCENTAGE,80.6,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,3
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Cartridge | Melon Granita,PERCENTAGE,67.1,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,2
Happy Cabbage Farms,Happy Cabbage | Hash Rosin Cartridge | Wedding Cake Gelato,PERCENTAGE,74.3,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,3
Happy Cabbage Farms,Happy Cabbage | Rosin Cartridge | Flash Gadot,PERCENTAGE,78,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,1
Highland Provisions,Highland Provisions | Live Rosin Cart 510 | Lemon Royale,PERCENTAGE,72.3,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,5
Highland Provisions,Highland Provisions | Live Rosin Cartridge | Sour Garlic Cookies,PERCENTAGE,71.3,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,11
Highland Provisions,Highland Provisions | Live Rosin Cartridge | Sundae Driver,PERCENTAGE,72.2,PERCENTAGE,0,Oregrown (Portland),1,Vaporizers,cartridges,.5g,38.25,2
Happy Cabbage Farms,Banana Candy Cakes Rosin Cartridge | 0.5g,PERCENTAGE,77.1,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,39.6,4
Happy Cabbage Farms,Guava Hash Rosin Cartridge | 0.5g,PERCENTAGE,76.8,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,39.6,2
Happy Cabbage Farms,Happy Cabbage Farms Guava Hash Rosin Cartridge,PERCENTAGE,76.8,PERCENTAGE,0,Farma,1,Vaporizers,cartridges,.5g,39.6,2
Happy Cabbage Farms,Happy Cabbage Farms Melon Granita Hash Rosin Cartridge,N/A,0,N/A,0,Electric Lettuce - Weilder,0,Vaporizers,cartridges,.5g,39.6,1
Happy Cabbage Farms,Happy Cabbage Farms Melon Granita Hash Rosin Cartridge,PERCENTAGE,75.7,N/A,0,Electric Lettuce - Foster - Powell,0,Vaporizers,cartridges,.5g,39.6,5
Happy Cabbage Farms,Happy Cabbage Farms Melon Granita Hash Rosin Cartridge,PERCENTAGE,75.7,PERCENTAGE,0.05,Farma,1,Vaporizers,cartridges,.5g,39.6,13
Happy Cabbage Farms,Happy Cabbage Farms | Melon Granita Hash Rosin Cartridge | 0.5g,PERCENTAGE,75.7,PERCENTAGE,0.01,Electric Lettuce - Old Town,0,Vaporizers,cartridges,.5g,39.6,4
Happy Cabbage Farms,Laser Sword Live Rosin Cartridge | 0.5g,PERCENTAGE,81.1,PERCENTAGE,0,Electric Lettuce - Old Town,0,Vaporizers,cartridges,.5g,39.6,3
Happy Cabbage Farms,Zkittlez Flash Cured Rosin Cartridge | 0.5g,PERCENTAGE,72.9,PERCENTAGE,0,Electric Lettuce - Sellwood,0,Vaporizers,cartridges,.5g,39.6,1
Happy Cabbage Farms,Blackberry Octane Rosin Cartridge | 0.5g,PERCENTAGE,76.7,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,40.5,5
Happy Cabbage Farms,Laser Sword Rosin Cartridge | 0.5g,PERCENTAGE,81.1,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,40.5,3
Happy Cabbage Farms,Wedding Cake Gelato Rosin Cartridge | 0.5g,PERCENTAGE,74.3,PERCENTAGE,0,Serra (Belmont St - Portland),1,Vaporizers,cartridges,.5g,40.5,4
